emp_id,first_name,last_name,date_of_birth,age,age_group,start_date,exit_date,title,supervisor,email,business_unit,employee_status,employee_type,payzone,employee_classification_type,termination_type,department_type,division,state,job_description,gender,race_description,marital_status,performance_score,current_employee_rating
3828,Quintin,Solomon,1990-10-28,34,Ages 20-35,2019-09-12,,Sr. Network Engineer,Charles Duncan,quintin.solomon@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unknown,IT/IS,Aerial,MA,Lineman,Male,Black,Divorced,Fully Meets,3
3829,Jaqueline,Pittman,1956-03-12,69,Ages 56-70,2019-01-27,2021-02-26,Sr. Network Engineer,Jesse Newman,jaqueline.pittman@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,IT/IS,Project Management - Con,MA,Manager,Male,Other,Married,Exceeds,3
3830,Mariana,Glass,1947-05-30,78,Above 70,2019-08-20,,Principal Data Architect,David Zavala,mariana.glass@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unknown,IT/IS,Field Operations,CT,Tower Hand,Male,White,Widowed,PIP,3
3831,Payton,Cross,1950-03-07,75,Above 70,2018-09-14,,Enterprise Architect,John Holt,payton.cross@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Unknown,IT/IS,Field Operations,CT,Laborer,Female,Hispanic,Divorced,Needs Improvement,3
3832,Sloane,Rasmussen,1964-09-07,60,Ages 56-70,2021-08-02,2022-09-29,Sr. DBA,Melinda Mcintyre,sloane.rasmussen@bilearner.com,EW,Leave of Absence,Full-Time,Zone B,Part-Time,Resignation,IT/IS,Project Management - Eng,MA,Planner,Female,Hispanic,Widowed,PIP,3
3833,Elise,Vazquez,1953-05-12,72,Above 70,2022-01-26,2022-11-02,Network Engineer,Melissa Baker,elise.vazquez@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Retirement,Executive Office,Field Operations,MA,Top Hand,Male,Asian,Single,PIP,3
3834,Monique,Pierce,1961-07-11,63,Ages 56-70,2019-05-10,2021-08-05,Network Engineer,Gregory Coleman,monique.pierce@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Involuntary,Executive Office,Field Operations,MA,Technician,Male,Hispanic,Married,Fully Meets,3
3835,Axel,Higgins,1993-10-11,31,Ages 20-35,2019-01-02,2022-12-06,IT Support,Paul Smith,axel.higgins@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Resignation,IT/IS,Yard (Material Handling),MA,Associate,Male,Hispanic,Divorced,Fully Meets,3
3836,Marcos,Petty,1946-01-12,79,Above 70,2021-08-13,,IT Support,Heather Farmer,marcos.petty@bilearner.com,PL,Active,Contract,Zone A,Temporary,Unknown,IT/IS,General - Con,MA,Technician,Male,Black,Single,Fully Meets,3
3837,Mia,Cowan,1956-08-27,68,Ages 56-70,2022-10-02,2022-11-13,IT Support,Thomas Weaver,mia.cowan@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,IT/IS,Finance & Accounting,MA,Administrative,Male,Other,Single,PIP,3
3838,Tanya,Leonard,1979-08-14,45,Ages 36-55,2018-12-17,2021-04-21,IT Support,Duane Le,tanya.leonard@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,IT/IS,Field Operations,MA,Assistant,Female,Asian,Single,PIP,3
3839,Dereon,Page,2000-09-27,24,Ages 20-35,2021-10-11,,Sr. Network Engineer,Jason Morris DVM,dereon.page@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unknown,IT/IS,General - Con,MA,Lineman,Male,Hispanic,Divorced,PIP,3
3840,Meadow,Boyer,1969-10-25,55,Ages 36-55,2023-04-01,2023-05-18,Sr. Network Engineer,Alex Lewis,meadow.boyer@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,IT/IS,Field Operations,MA,Foreman,Male,Hispanic,Single,Fully Meets,3
3841,Paris,Simpson,1970-06-17,54,Ages 36-55,2021-03-20,,Principal Data Architect,Kevin Gross,paris.simpson@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Unknown,IT/IS,Wireline Construction,CT,Laborer,Male,Asian,Single,Fully Meets,3
3842,Kyla,Durham,1951-07-19,73,Above 70,2020-08-20,2021-08-11,Enterprise Architect,Clayton Robertson,kyla.durham@bilearner.com,SVG,Leave of Absence,Part-Time,Zone B,Part-Time,Involuntary,IT/IS,Aerial,MA,Lineman,Female,White,Divorced,Fully Meets,3
3843,Cassidy,Maddox,1977-02-07,48,Ages 36-55,2023-07-16,2023-07-30,Sr. DBA,Melissa Pineda,cassidy.maddox@bilearner.com,EW,Leave of Absence,Full-Time,Zone C,Full-Time,Resignation,IT/IS,Engineers,MA,Engineer,Female,Asian,Single,Fully Meets,3
3844,Edgar,Underwood,1961-06-02,64,Ages 56-70,2021-06-10,2022-08-18,Network Engineer,Melissa Torres,edgar.underwood@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Voluntary,Executive Office,General - Con,MA,Laborer,Male,White,Single,PIP,3
3845,Jaiden,Underwood,1969-08-10,55,Ages 36-55,2019-08-25,,Network Engineer,Jordan Caldwell,jaiden.underwood@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unknown,Executive Office,Field Operations,MA,Laborer,Male,Hispanic,Single,PIP,3
3846,Eugene,Potts,1975-08-10,49,Ages 36-55,2020-05-04,2023-05-15,IT Support,Anthony Neal,eugene.potts@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Retirement,IT/IS,Wireline Construction,MA,Driver,Male,Asian,Single,Fully Meets,3
3847,Gilbert,Klein,1998-09-06,26,Ages 20-35,2019-02-24,2020-06-11,IT Support,Gregory Rodriguez,gilbert.klein@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Retirement,IT/IS,Field Operations,MA,Laborer,Male,Hispanic,Single,Fully Meets,3
3848,Nathaly,Huffman,1996-08-18,28,Ages 20-35,2019-09-24,,IT Support,John Gordon,nathaly.huffman@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unknown,IT/IS,Field Operations,MA,Technician,Male,Asian,Married,Fully Meets,3
3849,Nancy,Clay,1979-01-21,46,Ages 36-55,2021-02-13,,IT Support,Darryl Vargas,nancy.clay@bilearner.com,CCDR,Active,Contract,Zone A,Part-Time,Unknown,IT/IS,General - Con,MA,Foreman,Female,White,Widowed,Fully Meets,3
3850,Kylie,Cantrell,1953-08-17,71,Above 70,2020-01-05,2022-04-25,Sr. Network Engineer,Cheryl Cook,kylie.cantrell@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Voluntary,IT/IS,Yard (Material Handling),MA,Administration,Male,Hispanic,Single,Fully Meets,3
3851,Vance,Marquez,1994-07-07,30,Ages 20-35,2019-01-18,2020-03-30,Sr. Network Engineer,Thomas Hanson,vance.marquez@bilearner.com,NEL,Leave of Absence,Contract,Zone C,Temporary,Resignation,IT/IS,Executive,CT,Manager,Male,Black,Married,PIP,3
3852,Dante,Wyatt,1987-09-10,37,Ages 36-55,2019-03-01,2021-09-25,Principal Data Architect,Dr. Eric Henderson,dante.wyatt@bilearner.com,PL,Leave of Absence,Part-Time,Zone A,Temporary,Retirement,IT/IS,Field Operations,CT,Laborer,Female,White,Widowed,PIP,3
3853,Rey,Monroe,1983-07-18,41,Ages 36-55,2021-08-14,2022-11-05,Enterprise Architect,James Horn,rey.monroe@bilearner.com,PYZ,Leave of Absence,Full-Time,Zone A,Temporary,Resignation,IT/IS,General - Con,MA,Operator,Female,Asian,Single,Fully Meets,3
3854,Jayden,Mckee,1942-01-24,83,Above 70,2019-06-06,2019-09-05,Network Engineer,Matthew Miranda,jayden.mckee@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Retirement,Executive Office,Technology / It,MA,Manager,Male,Black,Single,Fully Meets,3
3855,Brady,Yoder,1999-10-01,25,Ages 20-35,2021-05-25,2022-08-13,Network Engineer,Jason Patel,brady.yoder@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Executive Office,People Services,MA,Accountant,Male,Other,Widowed,Fully Meets,3
3856,Darwin,Allen,1994-05-17,31,Ages 20-35,2023-03-17,2023-06-12,Network Engineer,Michael Young,darwin.allen@bilearner.com,TNS,Active,Part-Time,Zone C,Part-Time,Involuntary,Executive Office,Wireline Construction,MA,Groundman,Male,Other,Divorced,PIP,3
3857,Jasper,Harrison,1963-05-24,62,Ages 56-70,2022-10-02,2022-10-11,IT Support,Lindsey Osborne,jasper.harrison@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Voluntary,IT/IS,Fielders,MA,Engineer,Male,Black,Widowed,PIP,3
3858,Bailey,Humphrey,1951-07-02,73,Above 70,2022-01-22,,IT Support,Gerald Yu,bailey.humphrey@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unknown,IT/IS,Engineers,MA,Technician,Male,Other,Married,Fully Meets,3
3859,Clare,English,1992-04-20,33,Ages 20-35,2019-11-29,2022-08-18,IT Support,Randall Keller,clare.english@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Voluntary,IT/IS,Fielders,MA,Engineer,Female,Hispanic,Married,PIP,3
3860,Amy,Sherman,1996-01-04,29,Ages 20-35,2020-07-01,2022-09-22,IT Support,Ricky Banks,amy.sherman@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Resignation,IT/IS,Catv,MA,Lineman,Female,Asian,Single,Fully Meets,3
3861,Lizbeth,Hunt,1965-02-25,60,Ages 56-70,2022-03-24,,Sr. Network Engineer,Jessica Figueroa,lizbeth.hunt@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unknown,IT/IS,General - Con,MA,Flagger,Male,Other,Widowed,PIP,3
3862,Eden,Armstrong,1989-05-05,36,Ages 36-55,2019-05-13,2023-06-06,Sr. Network Engineer,Lindsey Gibson,eden.armstrong@bilearner.com,BPC,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,IT/IS,Project Management - Con,CT,Engineer,Male,White,Married,PIP,3
3863,Eugene,Mueller,1972-03-19,53,Ages 36-55,2019-06-07,,Principal Data Architect,Jeremy Hanson,eugene.mueller@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Unknown,IT/IS,Aerial,MA,Technician,Female,Other,Single,PIP,3
3864,Tiffany,Washington,1969-04-27,56,Ages 56-70,2022-12-05,2023-06-13,Enterprise Architect,David Chung,tiffany.washington@bilearner.com,SVG,Leave of Absence,Contract,Zone A,Full-Time,Resignation,IT/IS,Aerial,MA,Laborer,Female,Other,Married,Needs Improvement,3
3865,Sloane,Moss,1963-10-03,61,Ages 56-70,2020-09-29,2021-10-22,Network Engineer,Jacob Russo,sloane.moss@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Involuntary,Production       ,Sales & Marketing,MA,Vp,Male,Asian,Single,Needs Improvement,3
3866,Kaeden,Vargas,1959-11-09,65,Ages 56-70,2020-09-04,2021-04-17,Network Engineer,Harold Lee,kaeden.vargas@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Retirement,Executive Office,Field Operations,MA,Technician,Male,Other,Divorced,Fully Meets,3
3867,Lena,Sandoval,1986-10-21,38,Ages 36-55,2018-08-26,,Network Engineer,Heather Hill,lena.sandoval@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Unknown,Executive Office,Catv,MA,Clerk,Male,Other,Widowed,Fully Meets,3
3868,Adrien,Olsen,2000-03-23,25,Ages 20-35,2019-08-17,,Network Engineer,Jasmine Smith,adrien.olsen@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unknown,IT/IS,Finance & Accounting,MA,Administrative,Male,Hispanic,Widowed,Fully Meets,3
3869,Damari,Brewer,1977-06-10,48,Ages 36-55,2019-09-25,2020-02-07,IT Support,Shawn Martin,damari.brewer@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Voluntary,IT/IS,Field Operations,MA,Drafter,Male,Hispanic,Divorced,Fully Meets,3
3870,Annalise,Gross,1966-11-23,58,Ages 56-70,2023-03-11,2023-03-11,IT Support,Mr. Todd Lawson,annalise.gross@bilearner.com,PL,Active,Contract,Zone B,Temporary,Resignation,IT/IS,Project Management - Con,MA,Laborer,Male,Asian,Single,Fully Meets,3
3871,Kamari,Mcgrath,1971-06-05,54,Ages 36-55,2022-12-15,,IT Support,Laura Sanchez,kamari.mcgrath@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unknown,IT/IS,General - Con,MA,Lineman,Female,White,Widowed,Fully Meets,3
3872,Lorena,Rice,1966-01-08,59,Ages 56-70,2018-08-10,2021-02-08,IT Support,Jeffrey Ramos,lorena.rice@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Resignation,IT/IS,Engineers,MA,Director,Female,Asian,Single,Fully Meets,3
3873,Eliezer,Stokes,1972-10-27,52,Ages 36-55,2022-03-04,2023-06-22,Sr. Network Engineer,Patricia Johnson,eliezer.stokes@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Resignation,IT/IS,Executive,MA,General Manager,Male,Hispanic,Widowed,Fully Meets,3
3874,Aspen,Reyes,1997-10-22,27,Ages 20-35,2020-06-02,,Sr. Network Engineer,Brandy Greer,aspen.reyes@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unknown,IT/IS,General - Con,CT,Laborer,Male,Hispanic,Married,Fully Meets,3
3875,Rudy,Richardson,1969-08-23,55,Ages 36-55,2021-06-29,,Sr. Network Engineer,Charles Velez,rudy.richardson@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Unknown,IT/IS,Underground,CT,Laborer,Male,Asian,Divorced,Fully Meets,3
3876,Alana,Castro,1954-05-30,71,Above 70,2021-10-24,,Principal Data Architect,Deborah Bell,alana.castro@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unknown,IT/IS,General - Con,MA,Lineman,Female,Hispanic,Single,PIP,3
3877,Oscar,Lopez,1976-01-21,49,Ages 36-55,2018-10-22,2020-04-07,Network Engineer,Christian Ortega,oscar.lopez@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Resignation,Executive Office,General - Con,MA,Lineman,Male,Asian,Single,PIP,3
3878,Carter,Cook,1967-02-18,58,Ages 56-70,2018-09-08,2021-08-23,Network Engineer,Michael Morton,carter.cook@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Voluntary,Executive Office,Engineers,MA,Engineer,Male,Other,Divorced,Fully Meets,3
3879,Liam,Hanna,1996-01-13,29,Ages 20-35,2019-02-08,2023-02-24,Network Engineer,Brian Aguirre,liam.hanna@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,IT/IS,Field Operations,MA,Clerk,Male,Hispanic,Married,Fully Meets,3
3880,Zara,Pitts,1973-05-15,52,Ages 36-55,2021-03-29,2021-06-27,Network Engineer,Richard Gonzalez,zara.pitts@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Voluntary,IT/IS,General - Con,MA,Clerical,Male,Black,Single,Fully Meets,3
3881,Abby,Woodward,1992-11-12,32,Ages 20-35,2019-06-19,,IT Support,Karen Elliott,abby.woodward@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Unknown,IT/IS,Field Operations,MA,Laborer,Male,Other,Divorced,Fully Meets,3
3882,Litzy,Esparza,1946-02-15,79,Above 70,2019-01-30,,IT Support,Kelly Bean,litzy.esparza@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Unknown,IT/IS,Wireless,MA,Operator,Female,Asian,Married,Fully Meets,3
3883,Noemi,Brewer,1991-06-16,33,Ages 20-35,2022-05-06,2022-09-26,IT Support,Jacob Hamilton,noemi.brewer@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Involuntary,IT/IS,Field Operations,MA,Administrator,Female,White,Widowed,Fully Meets,3
3884,Gilberto,Macdonald,1987-04-27,38,Ages 36-55,2019-02-02,,IT Support,Barbara Skinner,gilberto.macdonald@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unknown,IT/IS,Engineers,MA,Engineer,Female,Black,Widowed,Fully Meets,3
3885,Armando,Macias,1948-10-21,76,Above 70,2021-12-08,,Sr. Network Engineer,Aaron Oconnor,armando.macias@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unknown,IT/IS,Engineers,CT,Engineer,Female,Black,Single,Fully Meets,3
3886,Britney,Kelly,1977-12-06,47,Ages 36-55,2018-10-12,,Sr. Network Engineer,Christine Mcgee,britney.kelly@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unknown,IT/IS,Wireless,CT,Technician,Male,Other,Single,Fully Meets,3
3887,Emanuel,Haas,1954-06-24,70,Ages 56-70,2022-04-22,2023-05-15,Sr. Network Engineer,Jose Moran,emanuel.haas@bilearner.com,NEL,Leave of Absence,Contract,Zone B,Temporary,Retirement,IT/IS,General - Con,CT,Flagger,Male,White,Divorced,Exceeds,3
3888,Karlie,Drake,1987-06-20,37,Ages 36-55,2021-09-05,2022-07-08,Principal Data Architect,Jimmy Beck,karlie.drake@bilearner.com,PL,Leave of Absence,Full-Time,Zone B,Full-Time,Retirement,IT/IS,Engineers,MA,Engineer,Female,Other,Divorced,Fully Meets,3
3889,Myla,Mullen,1982-10-15,42,Ages 36-55,2022-09-05,2022-10-30,Network Engineer,Lisa Chase,myla.mullen@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Resignation,Executive Office,General - Con,MA,Foreman,Male,Black,Single,Fully Meets,3
3890,Alan,Holland,1999-08-20,25,Ages 20-35,2022-07-19,2023-04-25,Network Engineer,Susan Livingston,alan.holland@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Resignation,IT/IS,General - Con,MA,Foreman,Male,Asian,Divorced,Fully Meets,3
3891,Brooklynn,Greene,1960-07-04,64,Ages 56-70,2022-05-26,,Network Engineer,April Castillo,brooklynn.greene@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unknown,IT/IS,Engineers,MA,Engineer,Male,Other,Single,Fully Meets,3
3892,Maxwell,Mcpherson,1978-04-01,47,Ages 36-55,2022-10-31,,Network Engineer,Diane James,maxwell.mcpherson@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unknown,IT/IS,Engineers,MA,Principal,Male,Hispanic,Divorced,Fully Meets,3
3893,Lukas,Freeman,1953-04-15,72,Above 70,2023-03-22,2023-07-28,IT Support,Allison Shannon,lukas.freeman@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Involuntary,IT/IS,General - Con,MA,Laborer,Female,Asian,Married,Fully Meets,3
3894,Yesenia,Nielsen,1959-03-02,66,Ages 56-70,2023-05-29,,IT Support,David Long,yesenia.nielsen@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Unknown,IT/IS,Aerial,MA,Lineman,Female,Black,Married,Fully Meets,3
3895,Myah,Marsh,1943-05-16,82,Above 70,2020-02-23,2021-09-08,IT Support,Kelly Hall,myah.marsh@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,IT/IS,Splicing,MA,Tester,Female,Other,Single,Fully Meets,3
3896,Korbin,Gilbert,1980-11-20,44,Ages 36-55,2019-08-13,2022-07-10,IT Support,Rachel Sanchez,korbin.gilbert@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Involuntary,IT/IS,Engineers,MA,Project Manager,Female,Other,Widowed,Fully Meets,3
3897,Jenna,Maddox,1956-03-31,69,Ages 56-70,2019-03-25,2021-09-13,Sr. Network Engineer,Hector Singleton,jenna.maddox@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Retirement,IT/IS,Aerial,CT,Project Manager,Female,Black,Married,Fully Meets,3
3898,Anaya,Preston,1948-07-11,76,Above 70,2018-12-14,2023-02-11,Sr. Network Engineer,Denise Oconnor,anaya.preston@bilearner.com,PL,Leave of Absence,Part-Time,Zone C,Temporary,Retirement,IT/IS,General - Con,CT,Lineman,Male,Asian,Single,Fully Meets,3
3899,Eugene,Pena,1943-06-22,81,Above 70,2021-03-07,2021-08-31,Sr. Network Engineer,Ruben Cook,eugene.pena@bilearner.com,BPC,Leave of Absence,Contract,Zone B,Part-Time,Resignation,IT/IS,Engineers,CT,Engineer,Female,Other,Divorced,Fully Meets,3
3900,Abel,Baker,1995-09-26,29,Ages 20-35,2023-06-16,,Principal Data Architect,Amy Duncan,abel.baker@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Unknown,IT/IS,Field Operations,MA,Field Technician,Female,Asian,Single,Fully Meets,3
3901,Deven,Merritt,1988-02-05,37,Ages 36-55,2021-06-18,,Network Engineer,Anthony Cruz MD,deven.merritt@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unknown,Executive Office,Project Management - Eng,MA,Project Manager,Male,Hispanic,Single,Fully Meets,3
3902,Hadassah,Moran,1964-06-02,61,Ages 56-70,2023-05-22,2023-06-16,Network Engineer,Michelle Perry,hadassah.moran@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Resignation,Executive Office,Wireline Construction,MA,Groundman,Male,Black,Single,Fully Meets,3
3903,Hezekiah,Thompson,1993-07-21,31,Ages 20-35,2019-05-14,,Network Engineer,Victoria Shaw,hezekiah.thompson@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unknown,IT/IS,Field Operations,MA,Driver,Male,Hispanic,Single,Fully Meets,3
3904,Quintin,Fry,1970-03-03,55,Ages 36-55,2020-12-27,,Network Engineer,Brad Lee,quintin.fry@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unknown,IT/IS,Engineers,MA,Engineer,Male,Asian,Widowed,Fully Meets,3
3905,Alayna,Hess,1958-06-08,67,Ages 56-70,2020-08-04,2022-02-04,Network Engineer,Todd Baker,alayna.hess@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Involuntary,IT/IS,Billable Consultants,MA,Engineer,Female,Black,Widowed,Fully Meets,3
3906,Amaris,Miller,1975-09-05,49,Ages 36-55,2020-08-25,,IT Support,Samuel Padilla,amaris.miller@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unknown,IT/IS,Wireline Construction,MA,Splicer,Female,Other,Married,Fully Meets,3
3907,Barrett,Wilcox,1964-07-11,60,Ages 56-70,2022-02-24,,IT Support,Michael Wright,barrett.wilcox@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unknown,IT/IS,Engineers,MA,Director,Female,White,Married,Fully Meets,3
3908,Kimberly,Watson,1986-07-11,38,Ages 36-55,2019-08-06,2021-03-21,IT Support,Bryan Foley,kimberly.watson@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Resignation,IT/IS,Splicing,MA,Splicer,Female,Black,Married,Needs Improvement,3
3909,Rebecca,Park,1944-05-26,81,Above 70,2021-08-01,2021-09-24,IT Support,April Anderson MD,rebecca.park@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Resignation,IT/IS,General - Eng,MA,Administrative,Female,Other,Married,Needs Improvement,3
3910,Caleb,Schneider,1997-02-22,28,Ages 20-35,2022-07-13,2023-01-22,Sr. Network Engineer,Matthew Calderon DDS,caleb.schneider@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Voluntary,IT/IS,Wireless,MA,Technician,Female,White,Widowed,Needs Improvement,3
3911,Vanessa,James,1950-07-29,74,Above 70,2021-05-28,,Sr. Network Engineer,Bryan Ramos,vanessa.james@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unknown,IT/IS,Splicing,CT,Splicer,Male,White,Widowed,Fully Meets,3
3912,Maribel,Copeland,1968-05-19,57,Ages 56-70,2020-07-06,2021-01-18,Sr. Network Engineer,Alan Harris,maribel.copeland@bilearner.com,PL,Leave of Absence,Part-Time,Zone C,Full-Time,Involuntary,IT/IS,General - Con,CT,Foreman,Male,Hispanic,Widowed,Needs Improvement,3
3913,Henry,Zimmerman,1942-06-02,83,Above 70,2020-01-14,2022-06-08,Sr. Network Engineer,Rodney Hart,henry.zimmerman@bilearner.com,BPC,Leave of Absence,Full-Time,Zone A,Part-Time,Resignation,IT/IS,Project Management - Con,MA,Purchasing,Female,White,Married,Fully Meets,3
3914,Nathanial,Booth,1958-07-22,66,Ages 56-70,2020-02-04,2021-01-29,Network Engineer,Jorge Mayo,nathanial.booth@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Resignation,Executive Office,Engineers,MA,Project Manager,Male,Other,Single,Exceeds,3
3915,Rhys,Barry,1991-05-03,34,Ages 20-35,2022-08-28,,Network Engineer,Kimberly Good,rhys.barry@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Unknown,IT/IS,Field Operations,MA,Foreman,Male,Other,Widowed,Fully Meets,3
3916,Jonas,Rowland,1964-05-25,61,Ages 56-70,2022-06-27,,Network Engineer,Stephanie Harris,jonas.rowland@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Unknown,IT/IS,Project Management - Con,MA,Coordinator,Male,Other,Widowed,Fully Meets,3
3917,Chris,Vincent,1993-04-11,32,Ages 20-35,2019-12-19,2023-03-31,Network Engineer,Ethan Allison,chris.vincent@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Retirement,IT/IS,General - Con,MA,Technician,Female,Black,Widowed,Exceeds,3
3918,Myah,Waller,1960-06-17,64,Ages 56-70,2020-09-24,2023-03-27,Network Engineer,Christian Mullen,myah.waller@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Voluntary,IT/IS,Field Operations,MA,Laborer,Female,Asian,Widowed,Fully Meets,3
3919,Yaritza,Sherman,1944-10-07,80,Above 70,2023-07-06,,IT Support,Debra Oneal,yaritza.sherman@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unknown,IT/IS,Field Operations,MA,Tower Hand,Female,Asian,Divorced,Fully Meets,3
3920,Haley,Weaver,1961-11-04,63,Ages 56-70,2021-04-11,2022-12-19,IT Support,Cynthia Willis,haley.weaver@bilearner.com,PL,Active,Full-Time,Zone A,Part-Time,Involuntary,IT/IS,Field Operations,MA,Laborer,Female,Other,Divorced,Fully Meets,3
3921,Alessandra,Lee,1943-11-30,81,Above 70,2020-02-12,2022-07-15,IT Support,Lauren Douglas,alessandra.lee@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Retirement,IT/IS,Splicing,MA,Splicer,Female,Other,Married,Fully Meets,3
3922,Kaitlin,Hickman,1996-10-04,28,Ages 20-35,2018-12-25,,IT Support,Katherine Wright,kaitlin.hickman@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Unknown,IT/IS,General - Con,MA,Lineman,Female,White,Widowed,Fully Meets,3
3923,Giancarlo,Juarez,1955-03-16,70,Ages 56-70,2021-12-25,2023-06-19,Sr. Network Engineer,Jennifer Lester,giancarlo.juarez@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Involuntary,IT/IS,Aerial,MA,Foreman,Female,Hispanic,Single,Exceeds,3
3924,Walter,Zuniga,1993-04-27,32,Ages 20-35,2021-05-22,,Sr. Network Engineer,Erin Tran,walter.zuniga@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unknown,IT/IS,General - Con,CT,Technician,Male,Other,Widowed,Fully Meets,3
3925,Anna,Jordan,1960-10-15,64,Ages 56-70,2020-05-03,2022-11-14,Sr. Network Engineer,Bill Barnes,anna.jordan@bilearner.com,PL,Leave of Absence,Contract,Zone C,Part-Time,Resignation,IT/IS,General - Sga,MA,Vp,Male,Hispanic,Widowed,Fully Meets,3
3926,Jeffery,Gamble,1941-12-16,83,Above 70,2019-02-27,,Sr. Network Engineer,Nicole Morales,jeffery.gamble@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Unknown,IT/IS,Wireless,MA,Supervisor,Female,Hispanic,Single,Needs Improvement,3
